Country,Year,Total Energy Consumption (TWh),Per Capita Energy Use (kWh),Renewable Energy Share (%),Fossil Fuel Dependency (%),Industrial Energy Use (%),Household Energy Use (%),Carbon Emissions (Million Tons),Energy Price Index (USD/kWh)
UK,2004,9608.75,47230.1,20.91,23.95,43.93,35.4,1923.72,0.34
USA,2007,987.38,41280.86,13.55,66.97,28.99,22.54,3085.63,0.35
Brazil,2013,6862.19,39200.47,52.27,44.21,49.22,19.07,4415.96,0.08
India,2004,9626.41,43295.6,35.44,49.73,33.89,13.91,2737.88,0.14
Germany,2023,3075.71,37605.48,42.82,20.78,39.43,30.25,1327.5,0.26
China,2007,8628.33,6469.02,55.5,23.49,24.16,12.53,3963.89,0.43
Japan,2024,9343.21,26069.79,61.02,18.81,31.85,11.84,2206.99,0.38
India,2005,7496.15,22490.07,60.1,46.02,41.16,30.45,2840.99,0.44
China,2015,2390.15,15902.0,27.17,64.3,38.72,30.83,4515.31,0.43
UK,2003,3406.61,41785.0,73.82,61.26,33.74,15.97,2471.91,0.28
Japan,2011,454.51,23474.89,83.01,28.29,38.88,38.72,1706.74,0.33
Canada,2010,8331.39,3484.73,31.85,69.61,49.8,33.63,3650.6,0.46
Australia,2002,8511.15,14110.8,6.45,17.4,38.37,30.59,710.83,0.38
USA,2011,6363.83,11816.74,81.43,17.98,40.25,32.63,4572.93,0.21
Brazil,2004,3590.03,44430.2,83.5,69.45,48.05,22.36,4581.95,0.21
India,2005,860.43,32548.19,9.33,27.11,53.66,23.67,2918.07,0.21
USA,2018,7555.27,28238.63,5.42,59.57,41.07,36.11,813.76,0.27
Germany,2017,7292.61,25579.14,74.39,10.64,57.93,10.76,2287.85,0.21
China,2015,9134.76,32680.59,30.62,16.55,34.14,34.07,2145.36,0.13
China,2022,7332.27,37866.34,82.74,52.65,30.1,23.43,1526.65,0.32
India,2010,8304.08,27942.04,23.42,22.77,47.72,23.92,916.75,0.44
Russia,2004,7484.95,46945.13,78.2,11.97,27.03,19.77,1355.29,0.27
Russia,2008,6343.8,48853.29,10.83,42.69,56.0,28.21,2799.87,0.15
Canada,2002,4326.97,49769.44,27.15,33.14,35.46,30.27,3444.25,0.42
Australia,2007,9030.96,33634.86,87.72,66.16,47.93,14.82,4899.0,0.39
Japan,2005,6544.59,46664.71,24.65,67.32,42.81,26.97,1118.0,0.37
Germany,2003,4043.72,20521.74,16.31,53.01,22.18,23.95,1059.88,0.35
USA,2011,926.35,43049.82,77.85,30.51,48.36,33.46,629.32,0.4
Russia,2011,2977.98,45504.13,15.01,42.31,51.6,26.36,4698.02,0.42
Canada,2024,5482.89,45254.95,13.28,59.16,59.3,22.89,1940.15,0.45
Canada,2020,2828.79,41626.89,32.49,14.85,36.65,25.87,4623.7,0.32
India,2015,2290.23,20626.66,59.0,33.27,40.12,24.72,4452.71,0.23
Germany,2009,5321.2,8365.92,65.41,67.57,54.99,38.06,267.68,0.09
UK,2021,1781.22,17030.84,79.91,38.42,30.77,19.36,1434.87,0.38
Japan,2013,8024.06,38480.78,50.98,53.73,27.57,11.12,1547.49,0.11
Australia,2012,4895.24,12027.83,38.44,16.74,25.32,29.86,1422.87,0.44
Brazil,2008,5781.24,24174.47,35.5,64.39,59.13,28.12,2155.41,0.23
India,2006,1559.09,28487.28,76.99,17.03,30.81,37.3,2521.57,0.44
Japan,2011,3313.31,30391.0,66.52,70.31,50.3,13.52,3803.09,0.28
Brazil,2004,4159.89,46818.41,81.96,17.46,37.99,25.68,1375.13,0.25
Brazil,2017,8101.31,33243.9,86.94,72.36,29.62,14.52,1528.8,0.21
Germany,2003,7724.58,39421.79,30.5,35.46,56.53,23.67,3013.1,0.08
Germany,2001,2307.48,29302.98,50.02,53.72,38.55,33.98,937.38,0.06
USA,2002,6200.17,41762.23,58.7,69.26,42.64,35.72,2392.3,0.28
Canada,2011,2510.22,13551.35,18.93,10.72,28.9,35.02,1292.38,0.46
Japan,2002,9883.65,10888.94,9.53,28.6,32.97,26.42,1030.05,0.31
India,2003,9526.03,46352.84,78.76,73.58,49.91,29.02,3988.48,0.44
China,2005,5676.32,34827.3,50.52,37.17,33.72,26.55,3550.26,0.5
India,2011,7019.14,33740.52,53.52,59.45,40.24,26.84,1286.57,0.13
USA,2018,8034.16,23631.11,52.17,19.8,24.57,36.55,2105.11,0.35
Australia,2009,7237.88,19146.51,69.17,57.49,54.0,16.28,813.41,0.24
Canada,2000,7028.3,28006.71,17.37,15.12,49.5,23.16,313.18,0.14
China,2016,9589.68,6468.03,57.19,60.21,50.43,28.3,2946.84,0.16
Russia,2015,6004.92,23008.27,44.91,32.67,27.13,32.96,1849.64,0.16
Australia,2008,6399.4,23040.7,81.24,42.61,39.81,32.86,1075.89,0.38
Germany,2024,8507.76,27147.66,49.17,21.64,21.1,13.52,617.3,0.21
Brazil,2020,6731.92,31916.94,85.15,53.95,32.6,16.66,3416.14,0.17
Russia,2008,7356.03,47887.26,35.03,33.63,33.92,37.35,1393.73,0.45
India,2022,2418.27,32782.37,87.19,36.84,56.55,20.73,4541.58,0.07
India,2008,3775.54,44244.4,79.39,55.65,59.71,10.08,1004.39,0.38
Germany,2011,1558.28,28037.04,54.66,22.52,44.71,15.99,1256.69,0.48
USA,2022,5107.08,31532.93,35.07,69.64,40.67,39.09,4266.09,0.33
Japan,2008,4611.7,3956.93,36.95,61.75,37.6,19.29,2883.53,0.3
Russia,2014,9971.91,7096.55,70.68,50.44,20.73,28.41,586.47,0.08
Russia,2001,6150.97,29193.69,54.35,18.98,52.0,31.8,2769.83,0.28
UK,2010,7885.8,20087.79,39.13,58.1,46.87,29.4,1575.23,0.21
Australia,2010,3406.75,40041.12,59.06,11.27,45.97,21.33,3697.86,0.4
Canada,2007,8332.3,27387.3,67.32,66.31,52.36,22.91,435.06,0.42
Australia,2022,6189.34,44173.41,6.95,31.27,57.12,35.14,4593.53,0.13
Japan,2005,7000.22,48630.42,12.64,18.2,35.58,29.88,2417.1,0.29
India,2020,3014.86,7807.94,13.03,21.51,37.06,10.7,3684.71,0.44
India,2019,5531.52,20043.97,24.71,77.42,59.01,16.1,3538.07,0.33
India,2006,6376.97,33416.56,41.29,64.17,46.58,18.59,932.34,0.27
UK,2002,5932.04,15621.69,73.31,26.65,54.05,20.96,4406.46,0.45
India,2007,9160.42,13718.1,34.84,77.44,28.86,27.31,1201.87,0.48
Japan,2017,8992.9,40780.06,6.49,19.81,32.68,21.0,993.31,0.16
Germany,2016,9712.74,49028.73,46.09,61.35,35.66,34.75,2627.18,0.13
Canada,2010,6707.54,38803.26,89.71,55.97,32.68,24.22,4923.51,0.44
Japan,2001,9721.95,26421.99,34.67,67.5,55.37,25.07,1601.3,0.16
Canada,2024,8341.53,22404.31,86.71,36.72,40.46,22.82,4824.03,0.43
Japan,2020,2781.24,27212.56,13.61,38.13,58.15,19.31,2203.7,0.19
India,2023,4331.61,23410.57,19.71,53.72,32.85,31.74,4181.64,0.06
Germany,2018,2460.09,25392.96,66.55,37.87,21.49,16.89,2673.42,0.24
Russia,2006,141.55,10570.93,47.6,12.89,25.52,30.68,1066.04,0.07
Australia,2017,1961.68,45235.23,70.04,61.08,28.68,25.89,4405.97,0.14
Brazil,2007,140.2,37849.48,78.4,54.87,45.6,13.07,406.23,0.27
Germany,2013,7226.4,34208.38,26.34,39.66,27.24,10.54,3429.63,0.07
Russia,2006,4312.79,47521.29,63.04,31.2,35.26,15.08,4162.25,0.06
USA,2020,3194.49,14577.52,56.65,32.45,51.82,32.83,4168.53,0.12
Japan,2003,7641.04,4517.39,78.23,61.87,24.99,21.54,3293.73,0.26
USA,2016,8341.62,41393.86,41.56,61.04,23.22,34.15,1292.44,0.49
Russia,2004,9755.47,49921.64,9.41,67.32,41.6,25.06,2681.75,0.09
Germany,2011,6455.93,29132.41,53.81,63.35,47.92,10.98,3166.2,0.33
Japan,2008,4669.14,3411.06,86.5,63.06,56.44,35.38,4453.99,0.27
Brazil,2019,3122.12,39133.17,6.24,27.62,46.48,38.09,840.36,0.08
India,2012,2300.95,4150.58,25.42,17.11,57.85,12.23,2351.35,0.07
Japan,2024,2207.97,27230.69,31.87,63.32,29.78,16.25,1699.02,0.15
Japan,2017,4150.97,14237.86,70.1,16.9,33.67,31.47,2167.18,0.36
Germany,2019,9918.68,45793.83,32.48,78.75,53.57,39.92,956.09,0.48
Germany,2008,108.45,22840.9,25.32,71.26,52.44,36.29,1126.28,0.3
Russia,2003,2052.34,44973.94,60.13,47.34,46.6,12.97,3860.75,0.07
China,2020,1965.09,15304.51,8.94,34.65,40.24,28.22,2417.96,0.17
Japan,2007,7199.48,19674.45,19.5,46.88,20.71,29.96,2595.03,0.47
Australia,2000,3589.6,47382.4,39.68,61.4,31.22,28.92,4492.52,0.06
Japan,2016,4626.88,10465.07,35.23,62.94,26.33,27.04,1237.9,0.32
Russia,2024,1571.38,29135.81,34.51,15.16,22.05,18.77,1679.89,0.13
Canada,2008,4109.47,19731.26,14.23,66.34,51.04,30.06,1577.65,0.08
USA,2019,1121.68,38821.26,35.67,54.9,25.25,31.85,3313.23,0.16
India,2012,5377.13,6900.17,72.83,12.84,34.3,27.27,2834.13,0.47
China,2001,1069.59,22142.14,40.18,31.92,59.1,24.91,2384.15,0.39
Brazil,2012,7926.03,35097.17,54.82,45.74,36.37,16.57,3356.52,0.13
Brazil,2008,5709.36,20647.3,18.9,23.19,25.66,26.34,2445.4,0.08
Brazil,2019,7267.28,3397.32,10.93,20.87,47.59,13.85,4088.99,0.27
Germany,2005,4243.31,35403.06,79.8,11.0,52.4,12.18,2080.7,0.07
Brazil,2000,3876.76,25408.32,33.17,73.81,31.17,33.34,4458.51,0.23
India,2024,1072.27,1059.78,34.78,13.93,52.37,30.29,642.17,0.41
USA,2004,5286.17,30826.47,79.6,35.62,30.86,29.47,515.04,0.28
Brazil,2002,5193.57,46034.11,65.16,24.4,47.72,37.84,3295.72,0.45
Japan,2003,4734.21,5995.78,69.28,61.87,24.99,21.42,1979.04,0.41
Japan,2000,7431.13,29738.23,62.97,59.5,37.11,21.99,2305.79,0.3
Germany,2013,8341.79,36569.11,13.99,66.44,40.82,22.41,3495.29,0.41
India,2008,7532.82,4003.3,86.43,53.18,49.01,23.96,1111.97,0.09
USA,2023,1524.27,1619.47,82.28,51.42,46.0,25.39,267.44,0.14
China,2003,6258.39,23477.7,25.08,38.5,54.13,33.34,2222.5,0.37
Russia,2017,895.2,39663.74,73.34,54.55,27.37,16.53,4478.89,0.05
USA,2013,6976.76,8455.61,39.8,18.06,46.45,23.02,2281.15,0.05
Russia,2024,3880.21,41913.54,63.12,57.92,25.11,25.15,2881.22,0.22
Canada,2003,1411.74,33000.57,19.08,17.27,39.12,15.07,1081.42,0.44
Russia,2024,8634.3,16942.58,50.78,70.32,40.98,31.06,2347.17,0.49
Australia,2009,6178.68,26033.38,15.76,45.4,21.09,11.69,2429.24,0.34
Japan,2002,3611.78,48295.96,50.57,47.12,22.81,27.58,1213.95,0.48
India,2022,404.2,11213.63,25.71,50.94,53.57,16.06,860.79,0.43
UK,2006,5419.37,25227.0,43.46,64.32,31.47,10.25,1783.78,0.14
Germany,2009,9239.94,31412.08,61.78,43.49,33.85,19.47,242.38,0.23
Australia,2012,6004.16,7331.72,79.55,39.93,45.62,22.87,873.94,0.33
Russia,2003,9719.34,2654.34,19.05,30.18,28.83,34.52,3670.2,0.12
Brazil,2017,1450.87,1166.27,80.93,18.96,27.71,22.24,3263.21,0.19
India,2010,5726.22,16572.3,38.15,23.32,36.86,37.46,1598.27,0.39
Australia,2024,8001.44,4160.39,76.72,10.04,22.36,35.28,2778.25,0.21
Germany,2003,5302.85,40286.61,48.57,70.86,56.68,15.78,4155.46,0.47
Japan,2023,1001.56,49867.32,78.29,63.55,57.6,14.67,4203.77,0.23
India,2013,5870.57,3534.54,61.34,25.31,37.93,17.32,3289.17,0.15
Germany,2017,6156.21,21919.95,48.24,10.17,28.37,20.79,664.06,0.14
Canada,2007,7314.22,1773.74,31.57,44.45,38.82,27.5,856.36,0.36
Canada,2009,7635.99,7132.55,87.36,38.88,24.0,13.72,1493.78,0.22
Germany,2004,7730.65,16484.67,73.08,64.32,35.91,25.96,3370.04,0.16
Australia,2022,6668.1,19988.06,37.4,38.2,22.95,27.42,1327.12,0.36
India,2006,2236.53,47019.26,19.17,70.49,48.25,29.83,2348.94,0.24
Australia,2011,4101.93,20093.92,71.26,16.71,31.03,26.5,4136.35,0.43
China,2024,7783.69,25065.74,89.15,35.61,40.83,34.76,4464.28,0.3
Russia,2002,9538.93,12656.38,28.71,75.38,20.54,29.25,4200.8,0.49
China,2003,881.57,506.19,82.85,10.82,40.99,37.74,626.37,0.22
Canada,2009,5401.81,45017.06,15.66,37.36,20.13,31.03,4558.23,0.18
Japan,2003,3193.97,4544.88,85.94,28.18,57.01,23.08,3436.49,0.34
USA,2014,2331.4,48230.32,68.35,47.23,40.05,16.29,3112.99,0.37
Russia,2009,5107.53,6976.78,34.46,29.51,24.0,10.32,1275.35,0.06
Canada,2020,6100.28,30441.48,30.89,70.89,33.64,12.71,4644.73,0.35
Australia,2021,196.75,49970.82,59.69,75.6,21.84,15.69,135.94,0.13
Australia,2015,7824.05,7354.0,55.45,69.44,41.24,16.49,456.82,0.48
Australia,2014,8216.83,21485.18,83.11,37.9,24.89,32.26,810.69,0.31
Japan,2018,9658.56,39130.97,70.13,79.3,38.92,21.58,3486.01,0.11
China,2019,1888.37,2093.41,50.93,61.45,32.22,19.74,3133.14,0.07
USA,2018,5986.07,34644.25,83.84,34.89,50.46,11.57,4726.16,0.45
Australia,2017,4323.59,4478.48,55.38,16.56,39.29,26.16,1777.46,0.43
UK,2011,3414.8,12207.75,77.22,56.69,53.93,28.39,1770.7,0.25
Russia,2024,5699.77,8423.77,76.48,61.0,57.65,36.34,3364.19,0.09
India,2015,7845.59,45413.15,83.13,18.57,58.78,25.09,912.08,0.23
UK,2000,328.22,9432.61,10.75,48.48,30.41,10.23,2347.01,0.39
USA,2015,9697.06,2501.49,54.62,79.1,50.7,11.96,126.39,0.35
Japan,2001,8117.83,29587.47,44.81,32.84,37.52,18.13,2980.6,0.44
USA,2023,7536.42,17635.96,46.7,31.13,37.05,14.18,3930.75,0.39
India,2014,7627.84,20582.46,44.09,73.23,54.73,33.12,1058.58,0.2
Russia,2006,3951.7,6393.61,76.18,18.22,25.83,13.24,1570.49,0.2
India,2000,7541.04,37537.61,32.07,75.35,39.11,14.82,702.6,0.34
Germany,2004,3929.03,30276.91,44.33,64.56,43.72,30.0,3097.59,0.19
Russia,2009,8997.2,18528.74,22.06,37.36,22.64,17.19,2841.9,0.44
USA,2021,1854.5,8992.96,26.4,15.85,54.58,39.07,4140.66,0.2
Australia,2020,2994.24,29875.86,61.14,11.34,32.57,35.9,4853.2,0.27
USA,2003,5558.24,39040.57,14.94,36.31,46.27,32.34,4919.04,0.07
USA,2013,3260.19,15963.67,20.96,59.37,57.12,20.29,580.48,0.1
Russia,2012,4299.95,1780.09,49.88,44.13,48.79,11.7,2788.03,0.11
Germany,2000,4974.98,11110.03,8.72,61.71,55.44,20.09,3958.79,0.2
USA,2015,8577.9,34278.69,15.79,56.94,22.78,21.3,3311.97,0.1
UK,2022,5279.6,49460.27,78.38,50.1,39.71,13.82,4490.08,0.26
Canada,2008,3688.35,1162.12,76.92,77.72,42.59,13.62,2236.51,0.17
Brazil,2021,2552.59,15654.6,34.56,60.99,47.56,30.04,2164.13,0.17
Brazil,2015,4145.89,3570.03,34.58,74.02,24.67,16.97,179.26,0.25
USA,2018,5205.79,16159.29,84.6,26.95,46.27,30.34,127.47,0.43
UK,2014,7486.54,20592.76,7.2,59.95,25.84,26.45,3478.6,0.39
Australia,2013,1298.38,46082.67,54.33,51.85,22.7,37.04,2383.76,0.45
Japan,2019,2293.93,4487.76,55.78,74.7,38.77,33.92,3318.14,0.5
Japan,2009,3858.57,38968.14,71.97,45.73,44.02,14.54,1229.2,0.05
Russia,2020,3667.94,20078.95,85.9,29.57,58.32,28.3,4322.31,0.36
Brazil,2011,3978.31,40657.51,35.25,36.94,47.95,29.59,4519.18,0.1
USA,2000,7955.86,25913.41,42.22,25.32,43.66,35.86,3328.37,0.47
Japan,2020,3309.13,2444.46,62.06,25.4,28.58,29.23,1425.12,0.15
USA,2016,5068.79,47337.19,87.22,42.93,26.08,14.22,1119.97,0.21
Russia,2008,6276.68,4595.34,80.72,72.48,44.29,17.75,3146.22,0.49
Brazil,2022,2398.57,30085.33,61.7,23.43,28.92,29.13,4706.85,0.44
India,2018,7215.08,43944.55,77.82,30.15,48.26,37.36,2911.66,0.07
Canada,2024,5516.4,4448.6,12.24,69.71,24.58,36.75,4204.56,0.07
Canada,2017,4523.13,27917.72,37.06,33.75,33.59,20.78,2848.76,0.42
Japan,2006,8116.86,41302.35,6.11,77.37,50.92,34.92,3389.28,0.08
Canada,2008,2510.6,49323.07,20.09,28.82,53.24,25.34,2860.49,0.43
India,2021,8843.44,36354.21,58.59,40.95,33.81,23.93,2898.05,0.47
USA,2020,5654.38,14277.55,80.27,16.69,28.27,20.53,3709.29,0.06
Russia,2011,6130.83,35128.73,58.79,79.45,58.33,30.35,2011.41,0.15
India,2006,8763.08,35435.46,61.45,72.31,50.44,27.99,4524.79,0.06
Russia,2013,8194.07,35148.32,13.82,67.23,52.28,21.24,4324.29,0.08
Russia,2014,6055.46,42785.89,61.51,21.01,28.91,32.89,3640.31,0.29
Brazil,2014,7556.56,4825.31,43.62,77.86,36.98,21.38,3729.96,0.38
USA,2005,4389.86,5866.78,60.37,75.04,22.73,27.53,2095.54,0.27
UK,2020,5519.04,32210.55,32.72,40.5,24.38,21.77,4171.01,0.22
Canada,2013,714.49,47717.11,54.43,57.71,28.84,13.51,4666.42,0.14
UK,2001,989.59,23559.01,41.05,79.47,32.13,14.84,3985.99,0.16
Brazil,2007,8311.31,48047.85,52.48,38.68,59.89,29.7,708.46,0.31
Russia,2012,690.75,46935.22,17.5,17.91,36.88,34.34,3943.78,0.44
Japan,2022,1777.05,45194.03,38.65,70.74,47.92,24.05,2349.63,0.23
Canada,2005,7978.74,45537.62,36.81,43.35,56.18,19.77,3063.06,0.47
Canada,2004,111.34,44966.78,67.59,79.09,29.84,20.09,4956.24,0.07
USA,2004,2895.8,41084.52,65.04,48.56,25.79,27.93,1828.81,0.42
Germany,2024,5881.98,34901.46,82.25,12.06,29.73,24.03,1775.22,0.2
China,2000,5994.95,1708.2,58.72,44.42,55.3,10.02,1352.51,0.44
China,2008,7793.81,7046.55,31.74,60.26,46.63,33.14,679.26,0.46
China,2005,5108.67,7144.49,71.57,11.82,38.05,14.27,882.46,0.37
Germany,2019,5143.08,1665.24,47.24,38.94,52.81,30.24,2595.63,0.21
USA,2006,7280.57,6276.74,21.45,20.89,29.47,20.33,4553.51,0.26
Germany,2008,5036.38,46027.45,68.53,55.02,29.57,27.34,4059.0,0.3
China,2004,6124.06,33358.31,16.27,77.01,42.69,35.65,953.34,0.26
Brazil,2013,8987.96,15947.61,20.14,53.72,51.6,14.63,2830.37,0.41
India,2004,4074.36,39771.32,69.49,58.64,30.38,33.33,4242.28,0.4
Russia,2007,3912.74,24674.29,70.46,37.76,28.4,11.15,2720.49,0.06
Germany,2006,135.14,7535.29,72.22,49.42,38.96,37.64,4561.59,0.12
USA,2012,6172.92,44282.85,29.93,48.07,25.37,16.05,4544.03,0.21
USA,2012,394.74,17263.77,78.66,63.17,49.91,33.83,1773.81,0.35
UK,2007,5091.07,35093.53,66.43,69.98,43.09,12.02,4375.95,0.15
India,2010,8061.91,14884.41,75.89,56.4,40.5,19.81,2946.32,0.2
Japan,2017,5544.22,25253.53,65.23,78.59,54.89,29.01,2425.24,0.26
Canada,2024,2769.4,40904.51,54.27,67.98,49.3,29.76,3882.61,0.32
China,2018,7883.07,8260.48,14.3,18.73,25.97,30.96,3958.6,0.46
Japan,2005,2770.2,48873.94,65.43,45.52,36.82,20.53,3393.34,0.41
UK,2021,7357.01,3975.69,63.69,73.23,32.85,29.98,4063.92,0.21
China,2001,6141.56,26933.44,31.56,76.08,52.08,22.86,4759.55,0.4
India,2012,1782.96,45843.26,67.54,36.61,48.76,26.98,4371.78,0.42
UK,2022,9060.83,47311.85,51.79,60.8,38.88,26.42,417.55,0.29
China,2024,2086.37,11989.39,52.55,38.74,52.95,15.04,4257.64,0.18
India,2010,9896.91,7627.26,36.25,18.66,36.4,35.4,3918.56,0.47
Australia,2000,172.37,36357.95,14.93,71.92,52.14,36.01,4637.37,0.48
Japan,2023,2708.49,2577.69,23.44,75.24,21.28,16.11,3710.87,0.15
Japan,2001,2078.62,24519.33,70.35,45.33,25.38,22.5,4395.37,0.4
Canada,2016,238.53,39919.58,28.07,11.28,50.24,23.95,100.58,0.07
India,2007,7350.44,28232.61,5.19,67.12,24.58,26.47,4890.14,0.05
Germany,2001,6964.92,9806.66,89.75,43.39,47.35,10.67,994.99,0.21
Australia,2005,7944.27,24608.69,22.91,15.25,48.94,32.76,4327.94,0.26
Brazil,2021,2641.32,46103.1,60.71,23.26,46.49,35.86,4651.57,0.3
China,2004,4498.92,31052.04,83.79,20.65,52.73,14.27,61.01,0.22
Australia,2015,6625.22,36213.79,55.98,58.04,40.46,36.9,4572.71,0.11
India,2007,4453.71,17145.06,72.92,30.96,55.88,35.53,4154.6,0.21
Russia,2018,7003.53,9829.95,87.99,18.94,42.78,26.27,4615.94,0.42
China,2015,6376.34,13154.29,78.13,74.24,40.31,18.24,925.57,0.2
USA,2012,1235.01,26892.29,52.42,76.96,40.38,16.22,3898.33,0.32
Japan,2019,7832.33,14370.9,35.91,19.7,56.48,24.67,2463.05,0.36
India,2006,7234.7,27327.26,46.01,26.12,29.75,25.22,1325.56,0.38
USA,2015,6592.76,35535.7,76.56,51.45,47.8,29.56,3793.05,0.27
Canada,2022,1635.43,36852.6,77.54,20.54,29.7,34.05,2392.6,0.11
UK,2015,2753.16,8651.9,76.9,21.1,23.69,38.03,4504.43,0.46
Brazil,2011,3992.45,37646.33,55.76,33.56,58.15,33.89,3568.12,0.17
Brazil,2013,2871.3,33798.06,45.54,76.44,25.19,37.27,738.77,0.2
USA,2023,2355.32,1094.25,31.46,77.37,47.45,24.98,1291.28,0.4
Japan,2017,8073.04,3414.17,5.29,68.93,36.98,11.17,1359.44,0.39
Canada,2017,6418.5,32489.35,69.98,58.7,53.48,11.55,1753.05,0.45
Russia,2015,5698.17,19493.34,28.54,60.45,50.93,18.05,3348.93,0.07
Japan,2019,2336.93,7732.15,33.02,42.87,25.75,28.42,4476.95,0.44
Australia,2015,9188.96,2697.63,76.7,47.11,38.71,20.06,2988.82,0.41
Brazil,2012,1992.71,8390.22,9.44,54.41,21.1,14.98,3771.42,0.29
Australia,2008,7970.01,47896.94,83.85,61.19,37.18,35.51,1617.83,0.12
China,2008,9670.06,36514.5,5.12,16.78,48.01,39.55,2636.2,0.3
Germany,2012,7298.22,26621.42,84.83,25.74,29.29,10.5,2545.43,0.14
India,2003,9929.3,47106.25,43.65,77.41,52.4,12.68,3520.25,0.48
Canada,2008,6545.41,31145.97,13.68,33.46,22.13,24.98,2613.9,0.37
Japan,2014,2252.86,36419.44,62.3,28.79,21.38,20.13,1704.56,0.32
Brazil,2013,2117.81,14491.27,81.15,39.53,21.1,33.46,1257.34,0.42
Australia,2018,3313.19,29654.6,42.24,30.36,31.2,29.63,1310.79,0.29
UK,2011,170.59,7602.12,63.77,16.38,38.68,12.06,4905.38,0.08
China,2020,6848.81,20521.92,88.25,24.56,24.3,26.35,1819.51,0.17
India,2024,2759.81,2145.4,25.46,54.81,59.87,20.1,4042.69,0.49
India,2005,8170.31,11223.09,74.74,25.62,59.98,38.95,403.26,0.43
Japan,2002,3655.81,4206.0,30.1,55.34,40.79,24.26,493.78,0.47
Canada,2024,4851.57,19695.05,41.24,17.01,42.72,37.83,3446.45,0.09
Russia,2021,9660.32,42230.24,28.95,12.93,57.07,10.91,2313.19,0.16
UK,2019,2497.5,19207.74,42.91,70.31,50.79,13.1,4408.44,0.08
Japan,2015,7240.42,41666.16,5.43,63.2,26.72,21.59,4317.99,0.42
Australia,2019,7575.67,32996.67,30.79,56.62,51.7,36.61,3790.5,0.13
Germany,2023,2287.88,25721.71,42.85,12.16,29.24,26.34,4085.82,0.23
USA,2022,5059.87,12226.14,58.74,26.75,37.21,34.72,4359.0,0.17
Russia,2016,3567.0,46146.73,59.18,66.86,41.3,18.51,3928.7,0.47
Canada,2015,7741.87,3182.94,54.62,20.13,48.68,13.34,2658.12,0.32
China,2005,6262.58,34601.19,29.91,66.9,26.01,17.38,1360.5,0.41
Russia,2007,4812.23,31251.37,85.53,50.9,23.05,29.36,3947.54,0.32
Brazil,2018,7815.7,22331.56,38.32,61.83,54.64,36.14,1622.66,0.33
Canada,2024,2428.04,12395.89,23.44,55.12,53.07,23.65,1261.85,0.22
Germany,2001,7560.86,21819.45,52.13,39.19,40.93,15.81,899.75,0.16
Brazil,2013,8667.21,43702.25,68.66,30.44,46.49,29.13,3154.58,0.21
Russia,2021,8798.35,41919.92,6.04,57.09,48.77,15.91,1250.27,0.18
USA,2011,7858.37,47098.37,28.49,66.48,39.06,27.11,1905.4,0.36
USA,2016,4139.34,15735.76,75.12,13.13,30.29,13.07,3559.86,0.24
Germany,2014,9819.9,19661.66,48.1,36.59,39.26,34.33,3979.45,0.3
India,2017,3857.98,1426.94,39.72,34.55,58.03,34.15,1608.09,0.4
UK,2015,6422.39,47176.02,84.13,49.16,53.51,26.24,4221.86,0.17
China,2012,1694.63,16804.81,12.61,17.97,38.62,11.15,336.89,0.24
India,2020,9806.44,20506.11,57.32,75.34,29.02,18.41,4930.07,0.28
USA,2016,7069.46,45436.33,34.09,48.4,55.58,14.15,2113.54,0.07
USA,2007,7558.44,26566.62,11.02,74.66,45.53,25.7,1658.18,0.12
Australia,2000,751.19,28525.64,23.17,67.19,36.19,13.05,4622.19,0.08
Brazil,2024,7657.84,9223.53,58.37,23.41,24.47,36.09,705.33,0.39
Russia,2002,7769.76,25183.67,7.4,19.26,50.07,35.5,1821.1,0.18
China,2015,6750.55,45951.33,55.34,70.29,32.68,14.68,1826.56,0.24
Germany,2001,2989.91,28156.55,86.33,47.53,44.25,30.85,2150.59,0.35
Russia,2014,4947.93,13128.26,72.58,11.38,42.78,30.9,4249.28,0.48
Australia,2000,1193.3,2043.45,34.38,75.4,47.98,21.9,4254.44,0.41
USA,2008,4768.71,17146.94,16.75,43.11,41.5,14.59,2978.6,0.08
Germany,2015,2513.86,28843.25,44.53,31.07,45.22,13.96,4959.21,0.19
USA,2003,3556.06,2609.36,38.4,46.16,23.26,32.18,4228.6,0.07
China,2011,1709.74,30684.73,87.6,67.6,46.61,16.61,3421.29,0.08
Brazil,2000,2377.54,26408.98,89.14,17.72,27.77,28.1,1037.32,0.11
Russia,2000,858.03,39280.06,39.9,35.13,35.68,35.98,2771.17,0.19
Russia,2006,9207.02,1929.96,17.65,32.32,40.5,27.79,1108.84,0.15
India,2017,5351.07,39151.94,82.4,68.78,47.48,39.22,1543.2,0.21
Germany,2022,4027.75,26283.41,72.45,64.49,49.7,29.37,3445.03,0.42
UK,2022,5396.79,18841.2,48.46,38.01,48.2,19.44,962.88,0.41
Australia,2014,6320.1,48286.46,36.06,56.51,23.8,35.57,499.66,0.21
UK,2024,9226.6,8425.92,43.09,37.61,35.48,19.33,2681.15,0.35
India,2012,1869.06,27295.59,81.66,49.99,31.23,39.15,54.71,0.22
China,2015,3025.97,16388.58,20.69,79.39,35.94,24.33,3064.13,0.22
Australia,2006,9760.31,26610.58,73.58,47.49,45.87,38.6,4511.64,0.35
Brazil,2015,3774.81,27837.63,6.55,79.2,27.72,15.51,991.7,0.22
